,business_id,transactions,avg_rating,count_review,month_year,pickupordelivery,avgabove3.5star
0,jIeZ7gR0zZVUKUik0cmi3g,"['delivery', 'pickup']",3.3333333333333335,3,2021-03,yes,no
1,ej5wRN1VcKbiZxg9sG3Kmg,[],4.0,3,2021-08,no,yes
2,WjJxfju2UuQNJte0Vdzpyw,[],1.6666666666666667,3,2021-10,no,no
3,nyH45z28bR9nmhqlM2Y7fw,['delivery'],2.3333333333333335,3,2021-04,yes,no
4,Fo9vRaUX2OTrlUmcWvqdSA,[],3.0,2,2021-10,no,no
5,Yo9NDdsL_X9LquUHtBHBpQ,"['pickup', 'delivery']",1.6666666666666667,3,2013-05,yes,no
6,21FAnridQkQCJMM_PfyfcA,"['delivery', 'pickup']",4.333333333333333,3,2021-09,yes,yes
7,bMv3-DWg_8Y0aXOnheekQw,"['pickup', 'delivery']",3.3333333333333335,3,2017-01,yes,no
8,cDzDmJqIg72_rv1s4rCe8A,[],5.0,3,2020-05,no,yes
9,taJIv-3okWm4HTsQWt22Ig,[],3.6666666666666665,3,2018-05,no,yes
10,C9Swy4r-SjlRwWFIuv0vxA,[],1.0,3,2021-06,no,no
11,6c906sDbaOVpDgxOBZ-9yw,['delivery'],3.0,3,2021-06,yes,no
12,tKGEJyftZXdhWQMpUjUBrQ,[],3.6666666666666665,3,2021-05,no,yes
13,wOMYi5o__2kTCRLlGeDWYQ,[],2.3333333333333335,3,2021-06,no,no
14,z7YgpYhaSLuoc3MH2yeecg,"['pickup', 'delivery']",2.0,2,2021-10,yes,no
15,umlaKA5Sza0-SBpp1Zn-Cw,[],3.3333333333333335,3,2019-11,no,no
16,GdWMtucd6h6iN5HM3LfeOQ,['delivery'],3.3333333333333335,3,2018-06,yes,no
17,23gdZE-xrOaCsBwm-klFtw,['delivery'],3.3333333333333335,3,2014-11,yes,no
18,wYY4Y-smqdTgNtJlIKH32g,[],4.0,3,2020-12,no,yes
19,8gYIukYNei5Dz2m_s5bNUQ,[],1.0,3,2020-12,no,no
20,rEtN1jn6KD29ou2bwMprcQ,['delivery'],4.666666666666667,3,2021-11,yes,yes
21,E--vwmk9Oq0CMTvmBAbtiQ,['delivery'],4.0,3,2021-09,yes,yes
22,1_lNofxuRR84NrIq3FVx1A,['delivery'],1.3333333333333333,3,2018-12,yes,no
23,6hXY9ONm8V9pECGbuCUZkA,"['delivery', 'pickup']",2.0,3,2021-09,yes,no
24,Jc5_ps4Tdp-MZbi6XMFUIg,"['pickup', 'delivery']",2.6666666666666665,3,2018-06,yes,no
25,ilMb9IFmCc5nE78FMGiMug,['delivery'],3.0,3,2021-06,yes,no
26,QmzGDyB-S1zV7TXsd65CKA,[],2.3333333333333335,3,2015-12,no,no
27,_bYrR_sGfy32O1B7FWRqtA,['delivery'],1.0,3,2021-09,yes,no
28,-V6OEtCRXyyW37CQJsHIxA,['delivery'],3.3333333333333335,3,2019-02,yes,no
29,Mm5fCxzfGCuGMSWrdWo3yA,"['pickup', 'delivery']",2.0,3,2020-03,yes,no
30,binZAD0jYmEOIRwNre7UHw,['delivery'],2.0,3,2017-07,yes,no
31,Qp4KzhuNN3F0FiyTVB7Msg,"['pickup', 'delivery']",1.0,1,2018-06,yes,no
32,H7ypxWYecQbJ8Lnu6kBYHA,"['pickup', 'delivery']",3.3333333333333335,3,2021-05,yes,no
33,iUOhEwzqg3yQ7-1SRZnXlA,['delivery'],2.0,3,2020-02,yes,no
34,_k1qpoo6W31nVaxNZ8N_rw,[],3.0,3,2016-01,no,no
35,QZ-FqlXLf55kDvjmoG2Lkw,['delivery'],3.0,3,2021-11,yes,no
36,3mKWosTZhN8xD5A3z6Fvgg,['delivery'],2.3333333333333335,3,2017-08,yes,no
37,SrmzyAQwhhyv-7kOGydbkw,['delivery'],2.6666666666666665,3,2019-05,yes,no
38,Rz_KtkujG9wcNtXugpH6Ug,['delivery'],3.3333333333333335,3,2020-01,yes,no
39,Bw3Tkf99EfrzXhvfkiT9yA,[],3.3333333333333335,3,2020-06,no,no
40,NWf6TWJrVEuN5-SJp_ltJQ,['delivery'],2.0,3,2021-06,yes,no
41,HNRlGu4WHLumiVsPQtxmSw,[],3.6666666666666665,3,2021-09,no,yes
42,yE7qviLVdYsZgb5UNFJiGQ,"['delivery', 'pickup']",2.0,3,2016-01,yes,no
43,XJrWPOX-S_Cojyve6sSHxg,"['pickup', 'delivery']",2.0,3,2021-10,yes,no
44,_vAeqFMzkFy7OKZv8QPHRg,['delivery'],3.3333333333333335,3,2021-06,yes,no
45,tx_3hsmUiQK6wzJcxEgw1Q,[],3.3333333333333335,3,2021-01,no,no
46,dSmQk-JLXIOrteJ5U9LrFQ,['delivery'],5.0,3,2021-02,yes,yes
47,8WO1GG2mO9yAZN1QyMR-3g,['delivery'],4.333333333333333,3,2020-09,yes,yes
48,O_4oEV_CwWwuAbUt3OJu2w,[],5.0,3,2021-06,no,yes
49,1iQKNWvjwx9Z_WbuGZFdJg,['delivery'],2.0,3,2017-10,yes,no
50,Zktwf4BNVj0gR6towUQZEQ,"['delivery', 'pickup']",3.0,3,2020-03,yes,no
51,ZPdf_MjVuSX0ot-thQkWSg,['delivery'],3.6666666666666665,3,2021-04,yes,yes
52,O9HQTSfFk5mB846kniCUmw,[],3.0,3,2020-05,no,no
53,qV9CRE9kxDzxHqV2iY1tjw,['delivery'],4.333333333333333,3,2021-03,yes,yes
54,Onw-a5wPn-q0zUX6xUrgAw,[],5.0,3,2018-05,no,yes
55,2TSNwz0Rdr2S7grTy1JA8w,['delivery'],2.0,3,2019-09,yes,no
56,7Yo048xDSk4p3VNhg8KbvA,['delivery'],3.3333333333333335,3,2021-05,yes,no
57,nCkleyiyw0v3Vhmef_RyOQ,[],3.3333333333333335,3,2019-10,no,no
58,CiilZMnnzx4vmxvhN3PRMQ,"['pickup', 'delivery']",4.0,3,2020-08,yes,yes
59,FKw9j6xU1NlUJpz4kA2h5A,"['pickup', 'delivery']",4.666666666666667,3,2020-02,yes,yes
60,TS4CyAv92k6lJD4R4FjWhQ,['delivery'],3.6666666666666665,3,2021-09,yes,yes
61,HMHQaqcfgFbfzTb_3eAw4g,[],3.3333333333333335,3,2021-06,no,no
62,bDk5idgw90P-V33nvnnagQ,['delivery'],3.3333333333333335,3,2019-09,yes,no
63,UQLtIRFhz0gLlBg_HQ_-Ng,"['delivery', 'pickup']",3.0,3,2021-11,yes,no
64,7ydC028jxHIA9ANXWQDa_g,"['pickup', 'delivery']",2.3333333333333335,3,2018-11,yes,no
65,3R9obMEXRBCSuGWpkHJC0Q,"['delivery', 'pickup']",3.6666666666666665,3,2021-11,yes,yes
66,9VW1E3633Vn6U5140ZVL9A,[],3.3333333333333335,3,2021-08,no,no
67,iBDAW9Wf705gMuX8zTw0GQ,"['delivery', 'pickup']",2.3333333333333335,3,2017-02,yes,no
68,ZOX2_0-wQE3PRLfdBPAIYQ,"['delivery', 'pickup']",3.0,3,2019-12,yes,no
69,jrGPhJrzrnzjIsr7uVLECw,['delivery'],4.333333333333333,3,2021-09,yes,yes
70,pAVqVeJvAEJ8_noz18Whsg,['delivery'],5.0,3,2021-03,yes,yes
71,FTOEdyHtr7qrWlRvwQc6JA,[],3.3333333333333335,3,2021-08,no,no
72,wyPU3aFPNn7AO83de3tPMQ,[],4.333333333333333,3,2020-11,no,yes
73,M06P3WdiaHNAcIFu97Opfw,[],2.0,3,2019-07,no,no
74,qGg1meDCesk6ZRMYJdJafw,[],3.3333333333333335,3,2019-11,no,no
75,CPeMxS5wwQRJMbnz7Vk-UQ,[],1.6666666666666667,3,2020-04,no,no
76,yOAvETykFckla5iz6R6yKw,[],2.0,3,2019-11,no,no
77,xW89sbUF5ePpCcPIzuqZtg,[],4.333333333333333,3,2021-06,no,yes
78,E_5KYJZT4rsnZnfv_J0i1w,[],3.6666666666666665,3,2019-03,no,yes
79,ZeMuyp7-aNasvbFZoWbGuA,['delivery'],2.0,3,2019-12,yes,no
80,8WUTv19XeJa4j6q80Dm5ig,['delivery'],1.3333333333333333,3,2019-08,yes,no
81,t_zhwvu5TE8KrjS4XbsyIQ,['pickup'],1.6666666666666667,3,2016-06,yes,no
82,muPnVMI9kbeJ1tlsL8Xomw,['delivery'],1.6666666666666667,3,2018-06,yes,no
83,2ospc7M5IAvrCRcfyFvYUA,"['pickup', 'delivery']",2.6666666666666665,3,2020-08,yes,no
84,qBK2u72zBW0IaNvAQaPr0g,['delivery'],2.0,3,2020-03,yes,no
85,siLreS0MgdBCepGaQOVF6A,"['pickup', 'delivery']",4.666666666666667,3,2021-09,yes,yes
86,7tpFUsuy2KAHPsj3bRlnFw,"['pickup', 'delivery']",2.0,3,2020-02,yes,no
87,YNtrWIDYx2-FRw743VOyPA,"['pickup', 'delivery']",5.0,3,2020-01,yes,yes
88,U-z3A-MpN_4GT4LUElYZPA,['delivery'],3.0,3,2021-08,yes,no
89,f-Y4qOkzhncJBOE5NsuR0w,[],4.0,3,2013-04,no,yes
90,c4GJBBg6FwARLy_jhnb2sQ,"['delivery', 'pickup']",2.0,3,2019-05,yes,no
91,2EoRgfmM9XH54l0Zxi0A-g,['delivery'],1.3333333333333333,3,2018-12,yes,no
92,YP-wRLfd1zI37Mk_NWgygA,"['pickup', 'delivery']",5.0,3,2020-10,yes,yes
93,X5Ajzhq6rW3BO5UgiBLQ6g,['delivery'],2.3333333333333335,3,2021-08,yes,no
94,c-Z7ZNEYCgZLPsE5JcKCbQ,"['delivery', 'pickup']",3.6666666666666665,3,2021-07,yes,yes
95,0H2MhFpqhTXNBRQNVO6H7g,['delivery'],1.0,3,2021-07,yes,no
96,HV_EcIXoZ1gkljF4XWEw_g,['delivery'],1.3333333333333333,3,2018-07,yes,no
97,6W-M5guj2fUTNXlDCUwmow,"['delivery', 'pickup']",1.3333333333333333,3,2021-10,yes,no
98,iu6H9w3G252PtYb42y6K7A,"['pickup', 'delivery']",4.333333333333333,3,2021-09,yes,yes
99,DPEC8r3-5q7-Ld4rgl2ikw,['delivery'],1.6666666666666667,3,2015-08,yes,no
100,57aSIZyWaBgt2wnLcV2gEQ,['delivery'],1.6666666666666667,3,2021-08,yes,no
101,bsUKk2vw1al5YuL2pdK95Q,['delivery'],3.3333333333333335,3,2021-12,yes,no
102,6lFkk-Q0vZJrigwPzyMWbw,['delivery'],1.3333333333333333,3,2019-11,yes,no
103,85IEwUfGOgDmcNRdyJyGcw,['delivery'],3.0,3,2019-02,yes,no
104,w5ftNa94JJe4WqLBWqiWEw,['delivery'],2.0,3,2021-03,yes,no
105,rYvS0EvxW-g4gqK6auFyyg,[],4.0,3,2021-01,no,yes
106,RpXw1Ak1JtbwGmlAZF0FVg,['delivery'],4.333333333333333,3,2021-10,yes,yes
107,NEVzffuJNnPsQhFcR2zQgQ,"['delivery', 'pickup']",1.6666666666666667,3,2021-07,yes,no
108,CMOhbYWXPg2Z8a6JYf2N6A,"['delivery', 'pickup']",2.3333333333333335,3,2017-07,yes,no
109,6ONmqWHbZmWhYtcBPnoBdw,['delivery'],3.3333333333333335,3,2021-10,yes,no
110,6Le-MPaNzCwaKAsHNXVS0Q,[],1.0,2,2021-12,no,no
111,zu9uFl1tOOER1z1D_VxplQ,['delivery'],1.3333333333333333,3,2019-12,yes,no
112,-8X3PpqXkNjpebBbRNEhCw,"['pickup', 'delivery']",4.333333333333333,3,2019-11,yes,yes
113,KZ_xAb-eOX1FySK_mxRl3w,['delivery'],3.0,3,2017-04,yes,no
114,J0VEhntaymuakd7D-zFcTQ,"['delivery', 'pickup']",2.3333333333333335,3,2017-05,yes,no
115,Ptqrhjbi5xEtrb0ERZ5a6w,"['delivery', 'pickup']",5.0,3,2021-07,yes,yes
116,nUzD76z3KbvRCfiW33Mkbg,"['pickup', 'delivery']",3.6666666666666665,3,2018-06,yes,yes
117,dzDNZEOWGIjklDnVPatgLg,[],4.333333333333333,3,2021-10,no,yes
118,NEo6FXt6pKisfYJ4oSGliQ,[],2.3333333333333335,3,2019-11,no,no
119,XeQgaLMmO5pcUdaplvberA,['delivery'],1.6666666666666667,3,2016-11,yes,no
120,DNzM5RjyGRDx4RfJiUJnMA,"['pickup', 'delivery']",2.6666666666666665,3,2021-05,yes,no
121,6Ompv6pJtbqSPpXKqkNshA,"['pickup', 'delivery']",1.6666666666666667,3,2021-09,yes,no
122,K7jiPLbPdbDeQFNbnFoS3Q,['delivery'],2.0,3,2016-01,yes,no
123,Q8AgeAPx1b_pqzuEUQ2GDg,['delivery'],2.0,3,2013-09,yes,no
124,4U9fWxjVntRC-IihW5MoIQ,"['delivery', 'pickup']",4.666666666666667,3,2021-10,yes,yes
125,9hfkRf5QnchRLMiM19ISTA,['delivery'],1.3333333333333333,3,2020-09,yes,no
126,nrSAJUg55CWJsRDXzTpIAA,['delivery'],3.6666666666666665,3,2020-03,yes,yes
127,L_kccaHSRAayKgvzoFe68w,['delivery'],1.6666666666666667,3,2019-05,yes,no
128,Pimdklq7b9h5dlIUIr-YJw,['delivery'],1.6666666666666667,3,2019-03,yes,no
129,esqOkEThdmX8FYuyx2hk0w,['delivery'],2.3333333333333335,3,2019-08,yes,no
130,3xqPnRt-Qw8rBRH9TK4s3g,['delivery'],3.3333333333333335,3,2018-03,yes,no
131,R14DJoFRsEq4haIsLPvFYw,"['delivery', 'pickup']",5.0,3,2021-07,yes,yes
132,tkHXwJx7ea7VaCmNTjEiAw,['delivery'],2.6666666666666665,3,2017-08,yes,no
133,7j_2PQqgX-7Dcf7rrHRzJA,['delivery'],2.6666666666666665,3,2021-11,yes,no
134,aAiS8pc8KRkWnNfPiBbEUQ,['delivery'],1.3333333333333333,3,2017-10,yes,no
135,qb-UwCDgBq8o20Pahf4Iww,[],2.0,3,2017-09,no,no
136,Lf_sdyQfrlVjqU2onxUZUA,['delivery'],2.6666666666666665,3,2018-05,yes,no
137,VkiNp4JolVjYzzn5218x2Q,"['delivery', 'pickup']",3.3333333333333335,3,2019-12,yes,no
138,P7KKrgAF-Ij0rItekTtmpQ,[],2.3333333333333335,3,2021-07,no,no
139,AAb7pnce8dumu1uJyF9phQ,['delivery'],1.3333333333333333,3,2021-08,yes,no
140,85avHCVQEY8FuGE1y2E7-g,['delivery'],3.6666666666666665,3,2021-07,yes,yes
141,GDz478TrnxbjH45ydB6wVg,['delivery'],3.3333333333333335,3,2020-06,yes,no
142,O7RxeO8h7iNNJ88ekos8eg,['delivery'],2.3333333333333335,3,2018-06,yes,no
143,7xBxZ2aa10-Od3rrRb7J-g,[],2.3333333333333335,3,2020-02,no,no
144,OJFlbUyhAyxK6XOCZgfIrg,['delivery'],2.6666666666666665,3,2015-09,yes,no
145,54Oh1tjBKLATthwuIMqTmw,[],2.3333333333333335,3,2018-02,no,no
146,j1WX2nHA3T0R9LyBWOPzTQ,[],2.0,3,2020-01,no,no
147,-_EzxfqemMuEwG9prTn0jQ,[],2.6666666666666665,3,2019-09,no,no
148,BAlcRNAcSHB6Bpr5wC4HIw,['delivery'],1.3333333333333333,3,2020-03,yes,no
149,xvm3usMc06Fo2HfXqdraNw,['delivery'],1.6666666666666667,3,2019-11,yes,no
150,zlagxmC0CcHe9RBL8Gvn6A,[],2.3333333333333335,3,2020-03,no,no
151,XHhy6uz4wEGEeG_gLklCIg,"['delivery', 'pickup']",2.6666666666666665,3,2020-02,yes,no
152,839PjcTpQPr-ZsOnhYShcA,"['pickup', 'delivery']",3.0,3,2019-11,yes,no
153,kNauAom52zaXZ2eyFuG1UA,[],4.666666666666667,3,2021-06,no,yes
154,0ER88SYlliG5evJgXaU-wg,"['delivery', 'pickup']",2.0,3,2021-06,yes,no
155,_fSvPLA7iutGZy7nFhVsUw,[],2.6666666666666665,3,2020-08,no,no
156,5UVNfG1G3k59FHVtRGsW7w,['delivery'],4.0,3,2021-02,yes,yes
157,44m0xoFDjj3hqTEjKI6LIw,[],2.0,3,2019-11,no,no
158,N4pnBpZfDd3Q0og5ZwzlXg,['delivery'],4.0,3,2021-10,yes,yes
159,QKqc6d6t0V5hb6A7xH_IJQ,['delivery'],3.3333333333333335,3,2020-02,yes,no
160,KU3UDEcj6SRE65cXR-dFcg,['delivery'],1.6666666666666667,3,2013-10,yes,no
161,3eLXrrneJIm-U4sCBsy8tw,[],4.5,2,2018-11,no,yes
162,wFvChsKkYbJ4089FitLvNg,[],4.0,3,2021-01,no,yes
163,LRjrBIlPAkg3MUfXLtCOGA,[],3.6666666666666665,3,2021-04,no,yes
164,7u48zAaiOHAxB1aZLHNokA,[],3.6666666666666665,3,2020-10,no,yes
165,3q-5r3Hb43kPfniUWrUrqQ,[],2.0,3,2021-11,no,no
166,wTpyfk3dv2yjzguAl9wOOA,[],3.3333333333333335,3,2020-03,no,no
167,-enLRgCfD_ACzEj1cFQfTA,"['delivery', 'pickup']",3.0,3,2021-07,yes,no
168,8_Wh6C2pP8uLs8TBMb7iHQ,[],2.6666666666666665,3,2021-10,no,no
169,9bOL2d6kcsMPJsw9x95gwg,"['pickup', 'delivery']",1.0,2,2021-08,yes,no
170,JNgSyz5Yp9GJb23mXaub_g,[],4.0,3,2019-04,no,yes
171,-1cEY55B25uKhSrOF8mp_w,"['delivery', 'pickup']",2.6666666666666665,3,2018-02,yes,no
172,9MBZSFi-a_PxORDeSlL_QQ,"['pickup', 'delivery']",2.3333333333333335,3,2020-05,yes,no
173,JIcUG3Pg07G2CUA5kVv30Q,"['delivery', 'pickup']",4.333333333333333,3,2021-08,yes,yes
174,VUdQv3iGNGtJBEY49pI1_Q,['delivery'],2.6666666666666665,3,2021-06,yes,no
175,neH64nX9-Sq_OWW1IBEppQ,['delivery'],4.333333333333333,3,2021-07,yes,yes
176,byRgWBSOPO3mMHcLXH7wMQ,[],2.0,3,2021-09,no,no
177,rzImMW7Fw49Efdnh77mE1Q,['delivery'],1.3333333333333333,3,2016-12,yes,no
178,dlERCAsDVsoUI66ywR4swg,[],2.6666666666666665,3,2020-04,no,no
179,53M7R3KytaQoYS8W5Pfluw,[],4.666666666666667,3,2021-08,no,yes
180,GWHogMdwJZPOk1M3dlkCSQ,['delivery'],3.6666666666666665,3,2021-11,yes,yes
181,-Dfzl9WdA2ccJ1YaNa7eVw,['delivery'],4.666666666666667,3,2021-11,yes,yes
182,fmMW7944SdJSftZK-r50mA,[],4.333333333333333,3,2020-12,no,yes
183,qWLpt3G8NqPlV3LR_A6EOw,"['delivery', 'pickup']",2.0,3,2018-07,yes,no
184,VUYPfkm04vhJQ6WJxA2WpA,"['pickup', 'delivery']",2.3333333333333335,3,2018-03,yes,no
185,Z1hatAZcC01vOVYgjy6-Nw,[],3.0,3,2018-05,no,no
186,o4_zEfpuHt0VADVNErpNHQ,['delivery'],4.666666666666667,3,2017-11,yes,yes
187,ShmEeBJ7y6pA3nOQPyEF7g,[],3.3333333333333335,3,2021-09,no,no
188,tDXLZMWBddI0coP_JcSbuQ,[],3.0,3,2015-06,no,no
189,ZaCcSgSGQ3bNd5er76rS4Q,['delivery'],1.0,3,2021-04,yes,no
190,mHmNiCc9knBQwv4AhPqWzA,['delivery'],4.333333333333333,3,2016-07,yes,yes
191,3wLr3c6KxRTb1P11_Bvj3A,"['pickup', 'delivery']",4.666666666666667,3,2020-01,yes,yes
192,SCoTeQqWr8Sq8BiOgig3Fw,['delivery'],4.666666666666667,3,2021-11,yes,yes
193,GissR_YpmBlvClpP-5D5oA,['delivery'],3.0,3,2020-03,yes,no
194,QLwisuN7VcCujNv_KXHUsA,[],4.666666666666667,3,2020-06,no,yes
195,qmafds6zX0oaDDB7sV2g_A,['delivery'],2.6666666666666665,3,2015-12,yes,no
196,5Joe9jB1rnv_m2Y9D1OvmQ,['delivery'],4.0,3,2016-03,yes,yes
197,7nRA5GIDeuAMiFjoD3HAtw,[],4.666666666666667,3,2014-03,no,yes
198,Ic7p5nqe3W_JOWcG836gdw,[],3.6666666666666665,3,2016-06,no,yes
199,Cxys2qo-Q8wAleoAIcHYBw,[],2.5,2,2019-03,no,no
200,9rmZgOxXjTSXL9fvOuYnyw,"['pickup', 'delivery']",1.6666666666666667,3,2020-02,yes,no
201,4y7VJw395shaVvITHDCPhw,[],1.6666666666666667,3,2019-05,no,no
202,NmX248l48SKYtNOey94o3A,['delivery'],3.6666666666666665,3,2020-09,yes,yes
203,qZZ8WpuE9OvyXfmUzhu2jA,"['delivery', 'pickup']",2.3333333333333335,3,2018-12,yes,no
204,i6yhw8DhKj1EmWFAeCU9WA,"['pickup', 'delivery']",3.3333333333333335,3,2021-11,yes,no
205,GstXKuT7468KxrtwvsjaNQ,[],3.6666666666666665,3,2021-09,no,yes
206,5K8rbWcEfCxbTY6DU_-7YA,[],5.0,3,2020-04,no,yes
207,G8boOuj-VenMkkFjgUX4Dg,[],3.3333333333333335,3,2020-01,no,no
208,qMgGaHEzpPPdDkPD4ZKZsA,[],4.666666666666667,3,2021-08,no,yes
209,TdmKVw_ViOK6xdBOkJTntg,['delivery'],1.3333333333333333,3,2018-02,yes,no
210,5iJt-c0p98PVWGaVYEfinQ,[],4.0,3,2021-06,no,yes
211,V7sFiSqCA4WOFs40U2GybA,['delivery'],3.6666666666666665,3,2021-09,yes,yes
212,EezFWHYcvGr6zRMoSEaATQ,[],4.666666666666667,3,2021-07,no,yes
213,zHBwZZ95WlAxSmsO2tNefg,['delivery'],4.333333333333333,3,2021-10,yes,yes
214,cKIvAKsGVOr9W-L-4bc3NA,"['delivery', 'pickup']",3.0,3,2018-10,yes,no
215,3uwe3xkRVY2chAmPn6klFQ,[],3.6666666666666665,3,2021-07,no,yes
216,gLG2_8QTXflr1yHLgCOStg,['delivery'],2.3333333333333335,3,2018-03,yes,no
217,5j71CBED4_hDRVGmdo3paQ,"['pickup', 'delivery']",2.0,3,2020-11,yes,no
218,8JkyD3dPce80DFc0_W5XAw,"['pickup', 'delivery']",4.333333333333333,3,2021-09,yes,yes
219,Srh1dnz7tAfLOqyl5Qkx9A,[],3.0,3,2021-05,no,no
220,Vci-QH8mun724IogkfTcbA,['delivery'],2.6666666666666665,3,2021-05,yes,no
221,HLsR8uB5UpkLUNWHzynHzw,['delivery'],2.3333333333333335,3,2015-06,yes,no
222,HZ_xOzn5yqmwPXbYmkF2XA,['delivery'],3.0,3,2021-08,yes,no
223,icThT3wDChrotRM3-lW9lA,['delivery'],3.6666666666666665,3,2021-06,yes,yes
224,QaBtGkhVueef7tcw1apfWw,['delivery'],3.6666666666666665,3,2021-02,yes,yes
